accel_x_g_std,accel_x_g_rms,accel_x_g_range,accel_y_g_std,accel_y_g_rms,accel_y_g_range,accel_z_g_std,accel_z_g_rms,accel_z_g_range,gyro_x_dps_std,gyro_x_dps_rms,gyro_x_dps_range,gyro_y_dps_std,gyro_y_dps_rms,gyro_y_dps_range,gyro_z_dps_std,gyro_z_dps_rms,gyro_z_dps_range,vibration_dps_std,vibration_dps_mean,vibration_dps_max,label
0.058962106658370254,0.2922932696199658,0.26001,0.143130713388159,0.14249577627603643,0.5578609999999999,0.025042885191147005,1.0821742024919094,0.11694000000000004,1.1823687978847053,1.4544302879636106,5.14504,1.710851858344131,1.805252271672258,7.87023,14.283032596975366,14.220610689707518,56.015299999999996,8.180141823639264,14.40793921,32.084,LOW
0.059091657840692834,0.29420153675157784,0.247803,0.1381429404240398,0.13771327174057327,0.545898,0.025487896132133484,1.0836022992089858,0.12158000000000002,1.2481283498696838,1.537520044201298,5.44275,1.7453216722630502,1.847892078965179,7.87023,14.986987597035638,14.91278611606944,56.015299999999996,8.422721322871249,15.17694761,32.084,LOW
0.058807725715544795,0.29388681250855747,0.247803,0.1420671719133231,0.14142672346555504,0.572021,0.024480209915873945,1.0838502291474592,0.12158000000000002,1.2459408413651276,1.593179178470404,5.44275,1.728345425116842,1.8267424045025016,7.87023,14.619521319056915,14.680059226223909,56.015299999999996,8.428014990761955,14.96824461,32.084,LOW
0.05953945328774811,0.2931407170801593,0.247803,0.14438033501668157,0.14401621843617746,0.572021,0.024212393119135416,1.0844791165868526,0.12158000000000002,1.232328489010147,1.5822287368701982,5.44275,1.7212914022080295,1.7973448875026214,7.87023,14.432289035429365,14.517651780511569,56.015299999999996,8.341218557333121,14.750075509999999,32.084,LOW
0.0576828872506895,0.2978812102278356,0.247803,0.1391495725071899,0.13937194629946006,0.537841,0.02375598963281353,1.0844326323926259,0.12158000000000002,1.2294239182967406,1.5661205510451177,5.44275,1.6739784465776757,1.7265065759258205,7.87023,15.360107518854155,15.303157504945364,56.015299999999996,8.23414557779056,15.713358710000001,32.084,LOW
0.05703385363362198,0.2961566750272227,0.247803,0.14240539996040524,0.142180608159112,0.540527,0.023492596646861364,1.0845295279235139,0.12158000000000002,1.2219928021816095,1.544971238666404,5.44275,1.6646042249221988,1.7043804268526674,7.87023,14.611204002022406,14.552321421393298,56.015299999999996,8.19768640475962,14.7932047,32.084,LOW
0.05828192518968519,0.29453227122597275,0.247803,0.14219680221987754,0.14150430185448615,0.540527,0.02353311190040901,1.084725552027793,0.12158000000000002,1.2556189624354988,1.5930765924688313,5.44275,1.6704425485367194,1.718778111405984,7.87023,14.46711485573223,14.414905016275974,54.458,8.150515414458837,14.6893861,30.2519,LOW
0.058411644344581494,0.2983187108774607,0.269287,0.1352199325704603,0.1349040822232342,0.540527,0.024292227427177973,1.085066838566178,0.12158000000000002,1.2840142545989086,1.6513222197007642,5.44275,1.6926304206271094,1.748478259229199,7.32061,15.015241167977443,14.953424615575045,57.0076,8.253537588101285,15.3841205,33.6107,LOW
0.06226061989618294,0.2961369109046692,0.269287,0.14224122641889905,0.1415757309266298,0.540527,0.02312746887852782,1.0855051373641673,0.11084000000000005,1.2042547433609996,1.646796166659207,5.3129800000000005,1.7308582551922729,1.8283261905182029,7.12977,14.316150178626925,14.344860130068021,55.9236,8.238981337022057,14.686031100000001,33.6107,LOW
0.060854711141862264,0.2993588596050065,0.262695,0.1374053054627169,0.13754844840226324,0.540527,0.02335398492568434,1.0836230717952622,0.12085000000000012,1.1693237031509496,1.6127752040042271,4.87787,1.6976345494667866,1.7957926720713988,7.12977,14.92065933673829,14.881171627294478,55.9236,8.245240242314653,15.239237199999998,33.6107,LOW
0.06032406040512535,0.30088389272199334,0.262695,0.13813220281324315,0.13809703696129644,0.540527,0.024031318848662078,1.0828955139047352,0.12085000000000012,1.127062596303845,1.5448346056332989,4.87787,1.6957823221322033,1.7946047236422429,7.12977,14.848912879003027,14.774941577478074,55.9236,8.277634637763544,15.004426800000001,33.6107,LOW
0.06100030220848802,0.29627378249936326,0.262695,0.14139765398199639,0.14073635259195316,0.540527,0.02436271580518151,1.0820806510353098,0.11597000000000013,1.1156439772493043,1.517057995287915,5.09161,1.6421403548769955,1.741514403401636,7.12977,14.409627894219705,14.347935375255085,55.9236,8.130715548553889,14.481143000000001,33.6107,LOW
0.05991341173716761,0.2988286981399042,0.262695,0.13321237447312953,0.13270447456552006,0.538818,0.024197577249749115,1.0824091004250658,0.11597000000000013,1.1128439940818475,1.5195090271938425,5.09161,1.6336257665567198,1.7236731819091655,7.16794,15.066055913502318,14.992801536568853,55.9236,8.077108133337074,15.246717700000001,33.6107,LOW
0.06301758572333903,0.2981329517271112,0.262695,0.13742991549183786,0.13674135325243555,0.538818,0.023894868180503456,1.0825827993132904,0.11597000000000013,1.0763151055557474,1.542335779980419,4.969469,1.8314904614134155,1.9244512101220665,9.06107,14.375475662424476,14.404178213584117,55.9236,8.119212457462043,14.6883975,33.6107,LOW
0.06319445517860492,0.2978812722998376,0.262695,0.13571384558905678,0.13567751448519141,0.538818,0.024393658842147295,1.082386064516261,0.11597000000000013,1.040532994328691,1.53347414405175,4.969469,1.7806649835801618,1.9023565397965552,9.06107,14.710495984045885,14.703053048116377,55.9542,8.20125537794696,14.9299247,33.6107,LOW
0.06438746825401365,0.2994336965130678,0.277588,0.13217481754522467,0.13257103269954948,0.528564,0.023468709229934055,1.0823780156724359,0.11597000000000013,1.0332384912736037,1.4883682158740206,5.36642,1.8052409175368282,1.9476050968985363,9.06107,15.015429093592774,14.9536339936497,55.9542,8.064659510613689,15.333359300000001,33.6107,LOW
0.06426618522771387,0.29738805871416557,0.277588,0.1344220726061387,0.1344109053790595,0.528564,0.024774844959916074,1.082909802202381,0.1218300000000001,1.050454620469189,1.49075158305847,5.36642,1.7771939742958902,1.9319060331099156,9.06107,14.382840031916816,14.311944347588911,55.9542,8.021922874138165,14.5556503,33.6107,LOW
0.06206237842092926,0.29360103263238024,0.276123,0.13169791454286595,0.13111449685403004,0.528564,0.025357388101962225,1.0818956306603702,0.1218300000000001,1.044594500289055,1.487597490628738,5.36642,1.6494325172498228,1.7790158934815787,9.06107,14.881474530651868,14.809925184311407,55.152699999999996,8.181331204351139,14.931221500000001,31.2672,LOW
0.061132992347751984,0.29323599381198073,0.276123,0.13075670553253343,0.13016614681716268,0.48584000000000005,0.025785915446110103,1.082757618515797,0.1218300000000001,1.0177582708439432,1.4828380844962004,5.36642,1.7333327800556293,1.8498842311929709,9.06107,14.620463897403727,14.660481637722269,55.152699999999996,8.16920772442377,14.8378622,31.2672,LOW
0.06130461599048648,0.2928846043317743,0.276123,0.13498890200794594,0.13487538428443926,0.507324,0.025307016609165248,1.0824047248317055,0.11694000000000004,1.0322364767336083,1.5066188360915178,5.36642,1.6919129270057593,1.7844352127694765,9.06107,14.807965141198126,14.83341436210412,55.152699999999996,8.303568611885293,14.8546561,31.2672,LOW
0.060117860467853675,0.29485672397135526,0.276123,0.1323042569840928,0.13292766372131917,0.507324,0.024446780072622895,1.0817727063510152,0.11694000000000004,1.0621163880703888,1.5161117845557692,5.36642,1.656445327275644,1.7761754318452432,9.06107,15.230724363158439,15.185464533710629,55.152699999999996,8.043105580186152,15.438398100000002,31.2672,LOW
0.058430531807892455,0.294750497571217,0.276123,0.1362151651246789,0.1363820772603381,0.516113,0.02277929692581277,1.0823808303905793,0.11572000000000005,1.0662329058427253,1.504396080517615,4.70229,1.7011963850890015,1.7924475560713076,9.06107,14.678183434131347,14.60462866968419,55.152699999999996,7.9793011626548624,14.769848900000001,31.2672,LOW
0.05732376860634194,0.2929067199993711,0.268555,0.1373062897392,0.13672395734578946,0.516113,0.025666446578355866,1.0809339158764517,0.13232,1.0789271955436848,1.510856688254562,4.70229,1.6382219707536676,1.7548597361114902,9.06107,14.793668170118712,14.719731367749528,55.152699999999996,8.148969340688454,14.7877106,31.2672,LOW
0.05571975336325276,0.29339602810407983,0.274414,0.13581213942475698,0.13515061006659962,0.516113,0.025350193970329553,1.080919229411245,0.13232,1.10483521054955,1.564452640854108,4.8855,1.477072199684566,1.602821332123072,7.251899999999999,15.274041683501032,15.266025034676494,55.152699999999996,8.303015650053254,15.333664800000001,31.2672,LOW
0.05633854237072233,0.2919482553348624,0.274414,0.13898290753554576,0.13858736763009896,0.516113,0.0253801196905186,1.0806515979088727,0.13232,1.1508294614171695,1.577751737095982,5.25191,1.5100675774670247,1.633575157685175,7.251899999999999,14.580844721719552,14.681980748259281,55.0916,8.303056934330405,14.672824700000001,31.2672,LOW
0.05500638772018972,0.2954648636836874,0.232422,0.13512408772269535,0.13507080372525715,0.516113,0.026596833011705078,1.0801241325194988,0.13232,1.154089217592653,1.5370710714917646,5.25191,1.4796014552324626,1.5647590807955591,7.251899999999999,15.477503303945735,15.46301989108493,58.3893,8.419942396934786,15.343969700000002,31.2672,LOW
0.05581659172887012,0.29457221916516496,0.232422,0.1343861693954872,0.13412728304142876,0.516113,0.02646876194591456,1.0800503389833271,0.13232,1.0848404792437683,1.4396851973944862,5.25191,1.5600508740875978,1.6103233798676302,7.54198,15.218198483983345,15.14640825680224,58.3893,8.409409217007743,14.9322904,31.2672,LOW
0.05747668516968731,0.2936906369356368,0.259277,0.13607126741226064,0.13541205643903267,0.516113,0.026144306022806207,1.0809016661750506,0.13232,1.0889626202166063,1.4406981852498917,5.25191,1.5347243671882347,1.6042362145309765,7.54198,14.85516340654109,14.780745253629435,57.0229,8.195102419813441,14.589161099999998,29.8779,LOW
0.05582308070130349,0.2961032331057194,0.259277,0.128575253344718,0.12814799572158855,0.516113,0.026263504803349363,1.0806337061655074,0.13232,1.1100452517854336,1.4893622632985664,5.25191,1.3580740852670679,1.414153392121179,6.57252,15.473502690777257,15.418141400557884,57.0229,8.345949627882813,15.229542299999999,29.8779,LOW
0.05837618590431245,0.2953645384572258,0.259277,0.12960665069639385,0.12897806448881402,0.491943,0.02588945629230383,1.0808664016593355,0.13232,1.0941658132151093,1.4629587306210887,5.25191,1.4205463669484009,1.4707160162626138,6.57252,14.578771291671874,14.656587244575528,57.0229,8.349413402240453,14.389541900000001,29.8779,LOW
