id,timestamp,temperature,vibration,accel_x_g,accel_y_g,accel_z_g,gyro_x_dps,gyro_y_dps,gyro_z_dps,fan_state,collection_id
2477,1769871547.5454,27.0241,13.2137,0.263672,0.0371094,-1.06348,0.709924,1.19084,-11.313,LOW,v5_stream
2478,1769871547.5454,27.0712,17.4962,0.28125,0.012207,-1.073,0.152672,0.10687,-17.2366,LOW,v5_stream
2479,1769871547.5454,27.0241,20.0382,0.349854,0.0534668,-1.08032,-0.557252,-1.58779,-17.8931,LOW,v5_stream
2480,1769871547.7926,27.1653,16.9771,0.320557,0.113281,-1.07495,-0.374046,-0.633588,-15.9695,LOW,v5_stream
2481,1769871547.7926,27.0241,12.4275,0.350098,-0.00195312,-1.08423,-1.58015,0.0152672,-10.8321,LOW,v5_stream
2482,1769871547.7926,27.1653,9.69466,0.302979,0.00537109,-1.08521,-1.1374,1.16794,-7.38931,LOW,v5_stream
2483,1769871547.7926,27.0241,10.1298,0.244141,0.0939941,-1.07666,0.587786,2.77863,-6.76336,LOW,v5_stream
2484,1769871548.7926,27.0241,9.53435,0.227539,0.0686035,-1.08887,0.10687,1.27481,-8.15267,LOW,v5_stream
2485,1769871549.0646,27.1182,5.49618,0.310791,0.0947266,-1.05347,-0.610687,0.954198,-3.9313,LOW,v5_stream
2486,1769871549.0646,26.9771,6.68702,0.26001,0.0620117,-1.09717,0.0610687,3.48092,-3.14504,LOW,v5_stream
2487,1769871549.0646,27.0712,6.81679,0.22583,0.0859375,-1.10571,-0.236641,1.19084,-5.38931,LOW,v5_stream
2488,1769871550.0646,27.1653,8.30534,0.238037,0.19458,-1.10059,0.290076,-0.312977,-7.70229,LOW,v5_stream
2489,1769871550.0646,27.0712,9.9313,0.313232,0.134033,-1.073,-0.541985,-1.12214,-8.26718,LOW,v5_stream
2490,1769871550.4197,27.0712,7.51908,0.272461,0.0476074,-1.07715,-1.22137,3.46565,2.83206,LOW,v5_stream
2491,1769871551.4197,27.1182,6.72519,0.207031,0.104492,-1.11475,-0.725191,2.42748,3.57252,LOW,v5_stream
2492,1769871551.4197,27.1653,2.23664,0.193848,0.199707,-1.09619,0.572519,1.56489,-0.0992366,LOW,v5_stream
2493,1769871551.4197,27.0712,3.30534,0.232422,0.150635,-1.09473,-0.526718,-0.335878,-2.44275,LOW,v5_stream
2494,1769871551.4197,26.9771,6.33588,0.265137,0.130615,-1.09302,-1.77099,-1.89313,-2.67176,LOW,v5_stream
2495,1769871552.6655,27.1182,6.56489,0.238281,0.134521,-1.09473,-0.259542,1.8626,4.44275,LOW,v5_stream
2496,1769871552.6655,27.0241,2.20611,0.220947,0.139893,-1.08008,-0.00763359,1.52672,0.671756,LOW,v5_stream
2497,1769871552.6655,26.9771,3.87786,0.265137,0.144531,-1.09253,-1.16031,-0.938931,1.77863,LOW,v5_stream
2498,1769871552.6655,27.1653,6.96947,0.282227,0.174805,-1.06641,-1.32061,-1.46565,4.18321,LOW,v5_stream
2499,1769871552.6655,27.1653,10.7328,0.310547,0.0639648,-1.07397,-1.67939,0.59542,8.45802,LOW,v5_stream
2500,1769871552.9559,27.0712,12.9771,0.233643,0.141846,-1.1106,-0.519084,0.755725,11.7023,LOW,v5_stream
2501,1769871552.9559,27.1182,9.51145,0.250488,0.129883,-1.08423,-0.351145,0.732824,8.42748,LOW,v5_stream
2502,1769871552.9559,27.1182,10.5267,0.332031,0.0712891,-1.07861,-2.00763,-0.618321,7.90076,LOW,v5_stream
2503,1769871553.9559,27.0241,14.6336,0.282715,0.0805664,-1.06519,-2.16031,-1.12214,11.3511,LOW,v5_stream
2504,1769871553.9559,27.0712,18.6412,0.369141,0.0114746,-1.07031,-2.05344,1.87786,14.7099,LOW,v5_stream
2505,1769871554.2456,27.0241,22.2901,0.272217,0.00390625,-1.09082,-1.65649,1.66412,18.9695,LOW,v5_stream
2506,1769871554.2456,27.0712,21.5649,0.251709,0.0634766,-1.04688,-0.503817,2.20611,18.855,LOW,v5_stream
2507,1769871555.2456,27.0712,16.4962,0.271484,0.017334,-1.09961,-1.41985,0.48855,14.5878,LOW,v5_stream
2508,1769871555.2456,27.0712,11.9618,0.326416,0.0627441,-1.08936,-1.61069,-1.29008,9.06107,LOW,v5_stream
2509,1769871555.2456,27.0712,11.0611,0.354248,0.00878906,-1.06177,-1.25954,-0.290076,9.51145,LOW,v5_stream
2510,1769871556.5412,27.1182,24.3511,0.307373,-0.0761719,-1.08228,-1.34351,2.29008,20.7176,LOW,v5_stream
2511,1769871556.5412,27.0241,24.4122,0.286133,-0.0610352,-1.10205,-1.61832,1.67176,21.1221,LOW,v5_stream
2512,1769871556.5412,27.0241,20.1527,0.253418,-0.000488281,-1.06519,-0.870229,1.80916,17.4733,LOW,v5_stream
2513,1769871556.5412,27.1182,16.1527,0.253906,-0.0678711,-1.08594,-1.25954,1.06107,13.8321,LOW,v5_stream
2514,1769871556.5412,27.0712,14.1298,0.330811,-0.0783691,-1.10645,-1.9313,-1.38931,10.8092,LOW,v5_stream
2515,1769871556.7997,26.9771,17.2519,0.368408,-0.191406,-1.08545,-1.83969,-0.358779,15.0534,LOW,v5_stream
2516,1769871556.7997,27.0712,19.6412,0.316162,-0.144775,-1.06812,-1.1145,1.51908,17.0076,LOW,v5_stream
2517,1769871556.7997,27.0712,21.3664,0.289795,-0.209717,-1.06885,-1.46565,2.20611,17.6947,LOW,v5_stream
2518,1769871556.7997,27.0712,20.1756,0.266846,-0.101318,-1.07422,-1.43511,2.29008,16.4504,LOW,v5_stream
2519,1769871557.7997,27.0712,16.1374,0.241943,-0.057373,-1.08447,-1.0,2.9771,12.1603,LOW,v5_stream
2520,1769871558.062,27.0241,7.80153,0.296631,-0.162598,-1.08447,-0.854962,-1.10687,5.83969,LOW,v5_stream
2521,1769871558.062,27.1182,10.9695,0.330811,-0.249268,-1.07983,-1.09924,-1.45038,8.41985,LOW,v5_stream
2522,1769871558.062,26.93,11.0153,0.320557,-0.16748,-1.06787,-0.748092,0.450382,9.81679,LOW,v5_stream
2523,1769871559.062,27.1182,10.9313,0.289795,-0.162842,-1.07642,-0.618321,2.51145,7.80153,LOW,v5_stream
2524,1769871559.062,27.0712,8.87786,0.249023,-0.190186,-1.06836,-1.14504,2.96947,4.76336,LOW,v5_stream
2525,1769871559.2923,27.0712,7.49618,0.251465,-0.116943,-1.0647,-0.648855,2.52672,4.32061,LOW,v5_stream
2526,1769871559.2923,27.0712,5.68702,0.246582,-0.144531,-1.09253,-1.21374,2.70992,1.76336,LOW,v5_stream
2527,1769871560.2923,27.1653,4.74809,0.224609,-0.12793,-1.10107,-1.41221,1.40458,-1.9313,LOW,v5_stream
2528,1769871560.2923,27.1182,7.32824,0.228027,-0.13623,-1.10547,-0.656489,0.900763,-5.77099,LOW,v5_stream
2529,1769871560.2923,27.0712,17.9008,0.298584,-0.185547,-1.08472,-0.870229,-1.06107,-15.9695,LOW,v5_stream
2530,1769871561.575,27.0241,9.0458,0.272217,-0.181152,-1.08862,-0.816794,2.0687,-6.16031,LOW,v5_stream
2531,1769871561.575,27.1182,14.6718,0.241455,-0.0722656,-1.08105,-0.0229008,3.12977,-11.5191,LOW,v5_stream
2532,1769871561.575,27.1182,16.8321,0.235596,-0.110596,-1.09424,-0.496183,1.29771,-15.0382,LOW,v5_stream
2533,1769871561.575,27.1182,19.9847,0.274902,-0.0612793,-1.09351,-0.564885,-1.38931,-18.0305,LOW,v5_stream
2534,1769871561.575,27.0241,21.1145,0.324219,-0.0229492,-1.06055,0.0381679,-0.763359,-20.313,LOW,v5_stream
2535,1769871561.8225,27.1182,19.4198,0.284668,0.0317383,-1.08887,0.534351,0.198473,-18.687,LOW,v5_stream
2536,1769871561.8225,27.0241,21.9237,0.340332,-0.0754395,-1.07593,-0.412214,-0.70229,-20.8092,LOW,v5_stream
2537,1769871561.8225,27.1182,21.8931,0.321045,0.0102539,-1.08081,-1.12214,-1.9771,-18.7939,LOW,v5_stream
2538,1769871561.8225,27.1182,16.5038,0.346436,-0.0151367,-1.06201,-0.78626,0.305344,-15.4122,LOW,v5_stream
2539,1769871562.8225,27.1182,14.4122,0.34668,-0.106445,-1.09131,-1.05344,1.12977,-12.229,LOW,v5_stream
2540,1769871563.0659,27.1182,18.6718,0.313965,0.0600586,-1.06226,-0.580153,-0.0229008,-18.0687,LOW,v5_stream
2541,1769871563.0659,27.0712,17.8397,0.351074,-0.0629883,-1.07764,-1.89313,-0.274809,-15.6718,LOW,v5_stream
2542,1769871563.0659,27.1182,12.2443,0.355957,-0.0424805,-1.07373,-1.37405,0.122137,-10.7481,LOW,v5_stream
2543,1769871564.0659,27.1182,11.0153,0.293457,0.0141602,-1.07495,-0.19084,2.93893,-7.8855,LOW,v5_stream
2544,1769871564.0659,27.1182,9.85496,0.263184,0.0180664,-1.09229,-0.0305344,2.16794,-7.65649,LOW,v5_stream
2545,1769871564.3466,27.1182,15.9389,0.317627,0.131836,-1.07373,-0.70229,-1.60305,-13.6336,LOW,v5_stream
2546,1769871565.3466,27.0241,12.1221,0.324707,0.00146484,-1.06323,-1.51908,0.00763359,-10.5954,LOW,v5_stream
2547,1769871565.3466,27.0712,9.45038,0.354736,0.0253906,-1.07153,-1.55725,0.0839695,-7.80916,LOW,v5_stream
2548,1769871565.3466,27.1653,6.41985,0.283447,0.0878906,-1.08569,0.0,3.0458,-3.37405,LOW,v5_stream
2549,1769871565.3466,27.1182,4.9084,0.237549,0.0664062,-1.10718,-0.244275,2.8626,-1.80153,LOW,v5_stream
2550,1769871566.6166,27.0712,11.1603,0.311035,0.164307,-1.07031,-0.687023,-1.44275,-9.03053,LOW,v5_stream
2551,1769871566.6166,27.1182,10.0076,0.328125,0.0324707,-1.08838,-2.14504,-1.24427,-6.61832,LOW,v5_stream
2552,1769871566.6166,27.1653,3.90076,0.333496,0.0927734,-1.0752,-1.38168,1.61832,-0.900763,LOW,v5_stream
2553,1769871566.6166,27.0712,8.05344,0.233887,0.088623,-1.09424,-0.435115,4.26718,3.35115,LOW,v5_stream
2554,1769871566.6166,27.0712,6.92366,0.194824,0.0905762,-1.10107,-1.0229,2.50382,3.39695,LOW,v5_stream
2555,1769871566.8432,27.0241,3.9771,0.187744,0.108887,-1.11035,-0.259542,1.83969,1.87786,LOW,v5_stream
2556,1769871566.8432,27.1653,1.51145,0.213379,0.189453,-1.10107,-0.267176,0.229008,-1.01527,LOW,v5_stream
2557,1769871566.8432,27.0712,3.14504,0.271729,0.198242,-1.06836,-0.412214,0.335878,-2.39695,LOW,v5_stream
2558,1769871566.8432,27.0712,5.19847,0.279053,0.0878906,-1.08789,-2.19084,-1.0,-2.00763,LOW,v5_stream
2559,1769871567.8432,27.1653,4.83969,0.319092,0.104492,-1.08252,-2.1145,-0.717557,2.00763,LOW,v5_stream
2560,1769871568.1152,27.1182,6.53435,0.197754,0.119629,-1.09766,-0.877863,-0.335878,5.32061,LOW,v5_stream
2561,1769871568.1152,26.9771,8.48092,0.268066,0.206787,-1.08911,-1.15267,-2.22137,5.10687,LOW,v5_stream
2562,1769871569.1152,27.0241,9.79389,0.302246,0.127197,-1.06982,-1.48855,-0.870229,7.43511,LOW,v5_stream
2563,1769871569.1152,27.0712,12.9924,0.332031,0.0151367,-1.09546,-2.89313,-0.641221,9.45802,LOW,v5_stream
2564,1769871569.1152,27.0712,16.313,0.343018,0.0742188,-1.08398,-2.0458,0.648855,13.6183,LOW,v5_stream
2565,1769871569.3476,27.0241,22.8779,0.318848,0.00219727,-1.0835,-1.71756,2.44275,18.7176,LOW,v5_stream
2566,1769871570.3476,27.0241,24.0763,0.266846,0.000244141,-1.09204,-1.82443,2.10687,20.145,LOW,v5_stream
2567,1769871570.3476,27.0241,19.7557,0.250977,0.0986328,-1.08643,-0.694656,1.78626,17.2748,LOW,v5_stream
2568,1769871570.3476,27.1182,15.3206,0.266602,0.0568848,-1.073,-0.625954,1.09924,13.5954,LOW,v5_stream
2569,1769871570.3476,27.1182,14.8855,0.316162,0.0456543,-1.09253,-1.70992,-1.34351,11.8321,LOW,v5_stream
2570,1769871571.6122,27.0712,23.374,0.29834,-0.0996094,-1.09497,-2.21374,1.29771,19.8626,LOW,v5_stream
2571,1769871571.6122,27.1182,23.0305,0.2771,0.0239258,-1.08252,-0.916031,2.38931,19.7252,LOW,v5_stream
2572,1769871571.6122,27.0712,21.6031,0.281006,-0.0537109,-1.07397,-1.21374,1.84733,18.542,LOW,v5_stream
2573,1769871571.6122,27.1653,18.2061,0.283447,-0.0166016,-1.09473,-1.33588,-0.633588,16.2366,LOW,v5_stream
2574,1769871571.6122,27.2124,12.4275,0.311279,0.0495605,-1.06348,-1.0229,-0.0229008,11.3817,LOW,v5_stream
2575,1769871571.8413,27.0241,11.3588,0.334961,-0.0175781,-1.06421,-1.33588,-0.374046,9.64886,LOW,v5_stream
2576,1769871571.8413,27.0712,13.8092,0.320068,-0.120605,-1.07886,-2.05344,-0.961832,10.7939,LOW,v5_stream
2577,1769871571.8413,27.1182,15.916,0.325928,-0.0705566,-1.08179,-2.05344,-0.671756,13.1908,LOW,v5_stream
2578,1769871571.8413,27.1182,18.2672,0.350342,-0.122803,-1.07056,-1.32824,1.12977,15.8092,LOW,v5_stream
2579,1769871572.8413,27.1182,21.8092,0.32373,-0.184814,-1.08838,-1.70229,1.9313,18.1756,LOW,v5_stream
2580,1769871573.1259,27.0241,11.1603,0.276123,-0.141113,-1.10059,-1.89313,0.351145,8.91603,LOW,v5_stream
2581,1769871573.1259,26.9771,8.73282,0.286377,-0.128662,-1.08643,-1.41985,-1.29008,6.0229,LOW,v5_stream
2582,1769871574.1259,27.0712,8.59542,0.294434,-0.194824,-1.07544,-1.06107,-1.43511,6.09924,LOW,v5_stream
2583,1769871574.1259,27.0712,11.9237,0.320312,-0.276855,-1.04688,-1.70992,-1.58015,8.63359,LOW,v5_stream
2584,1769871574.1259,27.0712,12.084,0.326904,-0.182861,-1.05786,-1.1145,-0.396947,10.5725,LOW,v5_stream
2585,1769871574.4146,27.0241,10.0611,0.225098,-0.157471,-1.08862,-1.56489,3.12214,5.37405,LOW,v5_stream
2586,1769871575.4146,27.1653,5.21374,0.217773,-0.100586,-1.09399,-0.954198,3.10687,1.15267,LOW,v5_stream
2587,1769871575.4146,27.0241,4.22137,0.222168,-0.179443,-1.10352,-1.49618,1.27481,-1.45038,LOW,v5_stream
2588,1769871575.4146,27.1182,5.19847,0.226074,-0.113525,-1.08545,-0.877863,0.793893,-3.52672,LOW,v5_stream
2589,1769871575.4146,27.1182,5.19084,0.260742,-0.19165,-1.09253,-0.923664,-0.198473,-4.0687,LOW,v5_stream
2590,1769871575.7038,27.0241,13.3969,0.249756,-0.11084,-1.09766,-0.145038,-0.419847,-12.8321,LOW,v5_stream
2591,1769871575.7038,27.1182,15.1069,0.304443,-0.190674,-1.07861,-0.450382,-1.87023,-12.7863,LOW,v5_stream
2592,1769871575.7038,27.0712,21.1908,0.325684,-0.217041,-1.06519,-0.977099,-2.49618,-17.7176,LOW,v5_stream
2593,1769871575.7038,26.9771,12.6412,0.335205,-0.172607,-1.05273,-0.152672,-1.38931,-11.0992,LOW,v5_stream
2594,1769871576.7038,27.0241,13.6489,0.350586,-0.181396,-1.07178,-0.442748,1.14504,-12.0611,LOW,v5_stream
2595,1769871576.9538,27.1182,23.0076,0.325195,-0.130859,-1.09229,-0.694656,-1.78626,-20.5267,LOW,v5_stream
2596,1769871576.9538,27.0712,21.8244,0.3125,-0.0446777,-1.06299,-0.274809,-1.31298,-20.2366,LOW,v5_stream
2597,1769871576.9538,27.1653,18.3511,0.366455,-0.109863,-1.06616,-1.01527,0.0534351,-17.2824,LOW,v5_stream
2598,1769871577.9538,27.1182,15.4962,0.371826,-0.12207,-1.0979,-1.15267,0.320611,-14.0229,LOW,v5_stream
2599,1769871577.9538,27.1653,13.771,0.303711,-0.0820312,-1.07129,-0.129771,2.0,-11.6412,LOW,v5_stream
2600,1769871578.2419,27.1653,22.2977,0.319824,0.00561523,-1.10083,-0.610687,-2.16031,-19.5267,LOW,v5_stream
2601,1769871578.2419,27.1182,19.9008,0.351074,0.0566406,-1.05713,-0.274809,-0.40458,-19.2214,LOW,v5_stream
2602,1769871579.2419,27.0712,18.8244,0.339355,-0.0639648,-1.0769,-1.17557,-0.427481,-17.2214,LOW,v5_stream
2603,1769871579.2419,27.0241,16.3664,0.367676,-0.0163574,-1.09058,-1.90076,-1.25954,-13.2061,LOW,v5_stream
2604,1769871579.2419,27.1182,11.4733,0.335205,0.0273438,-1.07031,-0.236641,1.25191,-9.98473,LOW,v5_stream
2605,1769871580.5864,27.1182,9.38168,0.277344,0.00512695,-1.09302,-0.0687023,2.42748,-6.8855,LOW,v5_stream
2606,1769871580.5864,27.0712,9.17557,0.2146,0.112793,-1.09473,0.572519,1.61069,-6.99237,LOW,v5_stream
2607,1769871580.5864,27.0712,11.6412,0.209961,0.11377,-1.09448,0.503817,0.534351,-10.6031,LOW,v5_stream
2608,1769871580.5864,27.0712,17.3664,0.263916,0.10376,-1.10864,-0.656489,-2.22137,-14.4885,LOW,v5_stream
2609,1769871580.5864,27.0712,17.7252,0.32373,0.15625,-1.05933,-0.648855,-2.51908,-14.5573,LOW,v5_stream
2610,1769871580.8577,27.0241,5.53435,0.317139,-0.00756836,-1.09497,-1.32061,2.77099,-1.44275,LOW,v5_stream
2611,1769871580.8577,27.0712,4.18321,0.216309,0.109619,-1.09058,-0.282443,3.58015,-0.320611,LOW,v5_stream
2612,1769871580.8577,27.1653,6.12977,0.20166,0.112793,-1.09009,0.290076,3.54198,-2.29771,LOW,v5_stream
2613,1769871580.8577,27.0241,6.45038,0.174805,0.119629,-1.10278,-0.320611,-0.70229,-5.42748,LOW,v5_stream
2614,1769871581.8577,27.0712,8.1145,0.216553,0.202148,-1.0835,0.580153,-1.48092,-6.05344,LOW,v5_stream
2615,1769871582.1602,27.1182,3.12977,0.321289,0.0883789,-1.05542,-1.34351,1.10687,0.679389,LOW,v5_stream
2616,1769871582.1602,27.1653,9.41985,0.271484,0.0505371,-1.07617,-1.35115,3.48855,4.58015,LOW,v5_stream
2617,1769871583.1602,27.0241,8.14504,0.248291,0.067627,-1.0979,-1.07634,2.53435,4.53435,LOW,v5_stream
2618,1769871583.1602,27.1182,6.09924,0.206787,0.179199,-1.08276,-0.0152672,2.77099,3.31298,LOW,v5_stream
2619,1769871583.1602,27.0241,1.60305,0.204346,0.145508,-1.10181,0.0,1.41221,-0.19084,LOW,v5_stream
2620,1769871583.4206,27.0241,8.17557,0.33667,0.00927734,-1.08472,-2.64885,0.152672,5.37405,LOW,v5_stream
2621,1769871584.4206,27.1653,14.2901,0.282959,0.106689,-1.07422,-1.77099,1.91603,10.6031,LOW,v5_stream
2622,1769871584.4206,27.0712,17.5802,0.231201,0.100342,-1.08472,-0.480916,3.25954,13.8397,LOW,v5_stream
2623,1769871584.4206,27.1182,17.0382,0.234375,0.0742188,-1.09106,-0.755725,2.47328,13.8092,LOW,v5_stream
2624,1769871584.4206,27.0712,12.1069,0.206055,0.16748,-1.12036,-0.679389,0.374046,11.0534,LOW,v5_stream
2625,1769871584.7172,27.0241,9.25191,0.309814,0.155518,-1.06445,-0.916031,0.183206,8.15267,LOW,v5_stream
2626,1769871584.7172,27.0712,11.7176,0.324463,0.0576172,-1.08521,-2.62595,-0.78626,8.30534,LOW,v5_stream
2627,1769871584.7172,27.1653,15.374,0.309326,0.0751953,-1.07129,-2.78626,-0.351145,12.2366,LOW,v5_stream
2628,1769871584.7172,27.0712,21.2366,0.362549,0.0405273,-1.07031,-1.66412,2.05344,17.5191,LOW,v5_stream
2629,1769871585.7172,27.0712,24.9771,0.320557,-0.052002,-1.09644,-1.96947,2.87786,20.1298,LOW,v5_stream
2630,1769871586.0008,27.0241,15.0,0.27832,0.0268555,-1.09351,-1.05344,-0.305344,13.6412,LOW,v5_stream
2631,1769871586.0008,27.0712,12.4198,0.292725,0.118164,-1.08032,-0.541985,0.0610687,11.8168,LOW,v5_stream
2632,1769871586.0008,27.1653,13.7328,0.35083,0.0234375,-1.07666,-1.47328,0.557252,11.7023,LOW,v5_stream
2633,1769871587.0008,27.1653,15.1756,0.350098,-0.00805664,-1.08496,-2.79389,-1.10687,11.2748,LOW,v5_stream
2634,1769871587.0008,27.0712,15.6336,0.325439,-0.0078125,-1.07495,-2.19084,-0.145038,13.2977,LOW,v5_stream
2635,1769871587.2466,27.0241,21.7786,0.266357,-0.0134277,-1.0603,-0.923664,2.33588,18.5191,LOW,v5_stream
2636,1769871587.2466,27.0712,18.8092,0.276123,-0.0715332,-1.08374,-1.35878,0.847328,16.6031,LOW,v5_stream
2637,1769871588.2466,27.0241,14.3206,0.272949,0.00561523,-1.08398,-1.24427,-0.0458015,13.0305,LOW,v5_stream
2638,1769871588.2466,27.0241,10.4504,0.322266,-0.0407715,-1.08154,-1.37405,0.122137,8.9542,LOW,v5_stream
2639,1769871588.2466,27.0241,11.8779,0.338867,-0.137451,-1.08887,-2.19084,-0.801527,8.8855,LOW,v5_stream
2640,1769871588.4795,27.1182,12.9389,0.297607,-0.192627,-1.09131,-2.40458,-1.60305,8.9313,LOW,v5_stream
2641,1769871589.4795,27.0241,11.8626,0.311523,-0.119873,-1.06665,-1.17557,-0.961832,9.72519,LOW,v5_stream
2642,1769871589.4795,27.0712,13.3817,0.352295,-0.241699,-1.06348,-1.39695,0.0916031,11.8931,LOW,v5_stream
2643,1769871589.4795,27.0712,15.6718,0.363037,-0.214355,-1.07129,-1.58779,0.0534351,14.0305,LOW,v5_stream
2644,1769871589.4795,27.0712,16.7099,0.320557,-0.118164,-1.06592,-0.900763,1.54198,14.2672,LOW,v5_stream
2645,1769871589.7698,27.0241,13.9771,0.226318,-0.174316,-1.09229,-1.67176,3.93893,8.36641,LOW,v5_stream
2646,1769871589.7698,27.0712,10.3359,0.197754,-0.137695,-1.0979,-1.68702,3.06107,5.58779,LOW,v5_stream
2647,1769871589.7698,27.1182,5.84733,0.208252,-0.11084,-1.09473,-1.1374,3.10687,1.60305,LOW,v5_stream
2648,1769871589.7698,26.9771,5.22901,0.198975,-0.17041,-1.10913,-1.58779,1.70992,-1.9313,LOW,v5_stream
2649,1769871590.7698,27.1182,5.57252,0.215088,-0.127197,-1.11255,-1.61832,0.396947,-3.55725,LOW,v5_stream
2650,1769871591.043,27.0712,3.35878,0.317383,-0.197754,-1.06641,-0.351145,-1.90076,1.10687,LOW,v5_stream
2651,1769871591.043,27.1182,4.1374,0.324707,-0.236816,-1.07593,-0.793893,-1.32824,2.01527,LOW,v5_stream
2652,1769871591.043,27.1182,12.0305,0.295898,-0.218994,-1.07227,-0.709924,1.28244,-10.0382,LOW,v5_stream
2653,1769871592.043,27.1653,8.57252,0.276367,-0.15332,-1.06616,0.145038,3.26718,-5.16031,LOW,v5_stream
2654,1769871592.043,27.0712,12.4198,0.268799,-0.183594,-1.08325,-0.59542,3.64885,-8.17557,LOW,v5_stream
2655,1769871592.3333,27.0712,18.626,0.259277,-0.0578613,-1.10571,-0.0610687,-0.954198,-17.6107,LOW,v5_stream
2656,1769871593.3333,27.0712,20.6641,0.28833,-0.115723,-1.09595,-0.114504,-0.885496,-19.6641,LOW,v5_stream
2657,1769871593.3333,27.0241,23.8626,0.330322,-0.131104,-1.08765,-0.862595,-2.45802,-20.542,LOW,v5_stream
2658,1769871593.3333,27.0712,20.626,0.338867,-0.0759277,-1.05469,-0.21374,-1.09924,-19.313,LOW,v5_stream
2659,1769871593.3333,27.1653,18.2519,0.365234,-0.128418,-1.09082,-0.78626,0.335878,-17.1298,LOW,v5_stream
2660,1769871594.6076,27.1182,13.0992,0.339355,-0.0991211,-1.08545,-0.587786,0.557252,-11.9542,LOW,v5_stream
2661,1769871594.6076,27.0241,11.7099,0.302979,-0.0522461,-1.08301,0.0229008,2.65649,-9.03053,LOW,v5_stream
2662,1769871594.6076,27.0712,11.9924,0.284668,-0.0351562,-1.09009,-0.557252,1.29008,-10.145,LOW,v5_stream
2663,1769871594.6076,27.1653,13.6336,0.255615,0.0476074,-1.08105,0.198473,0.335878,-13.0992,LOW,v5_stream
2664,1769871594.6076,27.0241,15.2824,0.246826,0.0541992,-1.08374,0.320611,0.725191,-14.2366,LOW,v5_stream
2665,1769871594.8748,27.1653,15.5115,0.332275,0.0419922,-1.05811,-0.908397,0.335878,-14.2672,LOW,v5_stream
2666,1769871594.8748,27.1182,12.0153,0.376221,-0.0791016,-1.07739,-1.71756,0.679389,-9.61832,LOW,v5_stream
2667,1769871594.8748,27.0241,10.1679,0.298096,0.0119629,-1.08301,-0.89313,1.92366,-7.35115,LOW,v5_stream
2668,1769871594.8748,27.1653,9.67176,0.241455,0.0471191,-1.08179,0.351145,3.06107,-6.25954,LOW,v5_stream
2669,1769871595.8748,27.0241,7.96183,0.219238,0.0510254,-1.09937,-0.0305344,1.73282,-6.19847,LOW,v5_stream
2670,1769871596.1598,27.1182,15.9237,0.33252,0.0905762,-1.08838,-1.40458,-2.44275,-12.0763,LOW,v5_stream
2671,1769871596.1598,26.9771,13.2824,0.298584,0.102539,-1.06299,-1.38168,-1.52672,-10.374,LOW,v5_stream
2672,1769871597.1598,27.0241,8.60305,0.356689,0.00146484,-1.05176,-1.41221,1.29008,-5.90076,LOW,v5_stream
2673,1769871597.1598,27.0241,4.41221,0.307129,0.0065918,-1.10205,-1.25954,2.22137,-0.931298,LOW,v5_stream
2674,1769871597.1598,27.1182,4.94657,0.236572,0.123535,-1.09473,-0.19084,3.55725,1.19847,LOW,v5_stream
2675,1769871597.396,27.1182,5.58015,0.265869,0.0847168,-1.09082,-1.35115,3.0458,1.18321,LOW,v5_stream
2676,1769871598.396,27.0241,8.40458,0.178467,0.0952148,-1.09204,-0.259542,4.32824,3.81679,LOW,v5_stream
2677,1769871598.396,27.0712,4.79389,0.181885,0.0913086,-1.12256,-0.610687,2.0458,2.1374,LOW,v5_stream
2678,1769871598.396,27.2124,1.03053,0.165771,0.19873,-1.11572,0.29771,0.114504,-0.618321,LOW,v5_stream
2679,1769871598.396,27.1182,2.46565,0.219482,0.188477,-1.08447,-0.305344,-0.442748,-1.71756,LOW,v5_stream
2680,1769871599.6533,27.0712,7.87023,0.248047,0.12915,-1.08423,-0.21374,2.64122,5.01527,LOW,v5_stream
2681,1769871599.6533,27.1653,6.74046,0.224121,0.0844726,-1.08423,-0.435115,2.64122,3.66412,LOW,v5_stream
2682,1769871599.6533,27.0241,5.58779,0.196045,0.186279,-1.0979,-0.290076,0.656489,4.64122,LOW,v5_stream
2683,1769871599.6533,27.1182,5.53435,0.2229,0.216309,-1.08203,0.19084,0.21374,5.12977,LOW,v5_stream
2684,1769871599.6533,27.1182,5.09924,0.311035,0.124756,-1.08862,-1.44275,-0.78626,2.87023,LOW,v5_stream
2685,1769871599.9408,27.1182,19.5725,0.276611,0.00561523,-1.09937,-1.9542,2.27481,15.3435,LOW,v5_stream
2686,1769871599.9408,27.1182,21.3969,0.25415,0.119629,-1.08496,-0.80916,2.89313,17.6947,LOW,v5_stream
2687,1769871599.9408,27.0712,18.916,0.218018,0.0861816,-1.0835,-0.450382,2.77863,15.687,LOW,v5_stream
2688,1769871600.9408,27.1182,12.4198,0.228516,0.109131,-1.10376,-1.28244,-0.21374,10.9237,LOW,v5_stream
2689,1769871600.9408,27.0712,9.93893,0.291504,0.168945,-1.06592,-0.717557,-0.954198,8.26718,LOW,v5_stream
2690,1769871601.296,27.0712,11.2977,0.345703,0.0400391,-1.0769,-2.36641,-0.801527,8.12977,LOW,v5_stream
2691,1769871601.296,27.2124,12.8473,0.330078,0.0698242,-1.05908,-1.77863,-0.389313,10.6794,LOW,v5_stream
