id,timestamp,temperature,vibration,accel_x_g,accel_y_g,accel_z_g,gyro_x_dps,gyro_y_dps,gyro_z_dps,fan_state,collection_id,timestamp_iso
506,1769901739.0573,28.3418,24.9847,0.253174,0.0410156,-1.08862,-0.48855,0.0,24.4962,LOW,v5_stream,2026-01-31T23:22:19.057300Z
503,1769901739.1856,28.2947,10.2595,0.37793,0.147705,-1.05884,-1.55725,1.14504,7.55725,LOW,v5_stream,2026-01-31T23:22:19.185600Z
507,1769901739.2573,28.2947,25.3969,0.302979,-0.0693359,-1.0835,-3.06107,1.89313,20.4427,LOW,v5_stream,2026-01-31T23:22:19.257299Z
504,1769901739.3856,28.2947,20.9084,0.249512,0.0793457,-1.09912,-0.977099,-1.19847,18.7328,LOW,v5_stream,2026-01-31T23:22:19.385600Z
508,1769901739.4573,28.3418,10.7786,0.358154,0.0952148,-1.06763,-1.60305,1.01527,8.16031,LOW,v5_stream,2026-01-31T23:22:19.457299Z
505,1769901739.5856,28.2947,28.0611,0.291748,0.026123,-1.10522,-2.58015,3.17557,22.3053,LOW,v5_stream,2026-01-31T23:22:19.585599Z
509,1769901739.6573,28.3418,29.5802,0.255615,-0.112793,-1.06519,-1.30534,2.16794,26.1069,LOW,v5_stream,2026-01-31T23:22:19.657299Z
511,1769901740.2838,28.3418,22.8702,0.354492,-0.16626,-1.11133,-2.59542,1.90076,18.374,LOW,v5_stream,2026-01-31T23:22:20.283799Z
512,1769901740.4838,28.2476,12.9618,0.308594,0.0454102,-1.06006,-0.793893,-1.29771,10.8702,LOW,v5_stream,2026-01-31T23:22:20.483799Z
513,1769901740.6838,28.3888,30.0458,0.253662,-0.162598,-1.06396,-0.519084,3.45038,26.0763,LOW,v5_stream,2026-01-31T23:22:20.683799Z
510,1769901740.8573,28.2476,17.1832,0.348389,-0.076416,-1.11011,-2.8855,-0.351145,13.9466,LOW,v5_stream,2026-01-31T23:22:20.857300Z
516,1769901741.5691,28.3888,8.83206,0.348145,-0.206787,-1.07056,-2.71756,-1.0229,5.0916,LOW,v5_stream,2026-01-31T23:22:21.569099Z
514,1769901741.8838,28.3418,13.0,0.381104,-0.12915,-1.08057,-2.63359,-0.251908,10.1145,LOW,v5_stream,2026-01-31T23:22:21.883800Z
515,1769901742.0838,28.3418,14.1679,0.235352,-0.064209,-1.07349,-0.763359,-0.137405,13.2672,LOW,v5_stream,2026-01-31T23:22:22.083800Z
517,1769901742.7691,28.2947,17.0687,0.18335,-0.0551758,-1.09644,-0.854962,-1.24427,14.9695,LOW,v5_stream,2026-01-31T23:22:22.769099Z
518,1769901742.9691,28.2476,18.084,0.31665,-0.250244,-1.07007,-1.27481,4.61832,12.1908,LOW,v5_stream,2026-01-31T23:22:22.969099Z
519,1769901743.1691,28.3888,4.81679,0.327637,-0.114502,-1.07324,-0.847328,-2.92366,1.0458,LOW,v5_stream,2026-01-31T23:22:23.169100Z
520,1769901743.3691,28.2947,14.5954,0.147217,-0.151367,-1.08252,0.0610687,3.10687,11.4275,LOW,v5_stream,2026-01-31T23:22:23.369100Z
521,1769901743.8532,28.3418,4.87786,0.303955,-0.0649414,-1.05811,-0.610687,-2.81679,-1.45038,LOW,v5_stream,2026-01-31T23:22:23.853199Z
522,1769901744.0532,28.2947,9.36641,0.151367,-0.283691,-1.09619,-1.85496,2.51908,4.99237,LOW,v5_stream,2026-01-31T23:22:24.053200Z
526,1769901744.2338,28.3888,8.80153,0.231689,-0.172363,-1.08276,0.572519,0.358779,-7.87023,LOW,v5_stream,2026-01-31T23:22:24.233799Z
523,1769901744.2532,28.2947,5.34351,0.387207,-0.0817871,-1.05176,-1.05344,-1.05344,-3.23664,LOW,v5_stream,2026-01-31T23:22:24.253200Z
527,1769901744.4338,28.2006,19.8931,0.338135,-0.144287,-1.09204,-0.648855,2.16031,-17.084,LOW,v5_stream,2026-01-31T23:22:24.433799Z
524,1769901744.4532,28.2476,4.81679,0.182861,-0.154053,-1.08813,0.351145,-1.25954,3.20611,LOW,v5_stream,2026-01-31T23:22:24.453200Z
528,1769901744.6338,28.3888,28.3282,0.351807,-0.0407715,-1.0564,-0.175573,-0.572519,-27.5802,LOW,v5_stream,2026-01-31T23:22:24.633800Z
525,1769901744.6532,28.2947,19.0076,0.27002,-0.315674,-1.08643,-0.473282,3.20611,-15.3282,LOW,v5_stream,2026-01-31T23:22:24.653199Z
531,1769901745.4657,28.2947,24.0916,0.369873,-0.140137,-1.12573,-2.0687,0.709924,-21.313,LOW,v5_stream,2026-01-31T23:22:25.465699Z
532,1769901745.6657,28.2947,22.8855,0.339844,0.0976562,-1.08276,0.328244,-2.54198,-20.0153,LOW,v5_stream,2026-01-31T23:22:25.665699Z
529,1769901745.8338,28.3418,15.0458,0.248535,-0.141357,-1.08228,1.15267,0.625954,-13.2672,LOW,v5_stream,2026-01-31T23:22:25.833800Z
530,1769901746.0338,28.3418,19.1221,0.360596,-0.0966797,-1.07202,-0.259542,1.32824,-17.5344,LOW,v5_stream,2026-01-31T23:22:26.033799Z
536,1769901746.7331,28.2947,8.14504,0.252197,-0.0617676,-1.10767,-0.244275,1.92366,-5.9771,LOW,v5_stream,2026-01-31T23:22:26.733099Z
533,1769901746.8657,28.3888,12.313,0.246094,-0.119141,-1.05029,0.435115,2.56489,-9.31298,LOW,v5_stream,2026-01-31T23:22:26.865700Z
534,1769901747.0657,28.2947,21.3969,0.380615,-0.0854492,-1.12012,-2.50382,0.366412,-18.5267,LOW,v5_stream,2026-01-31T23:22:27.065700Z
535,1769901747.2657,28.2947,24.6947,0.338867,0.145752,-1.05396,-0.229008,-2.64885,-21.8168,LOW,v5_stream,2026-01-31T23:22:27.265700Z
537,1769901747.9331,28.3418,20.0076,0.352783,0.135742,-1.08813,-1.29008,0.992366,-17.7252,LOW,v5_stream,2026-01-31T23:22:27.933099Z
541,1769901747.9602,28.2947,8.79389,0.273193,0.0375977,-1.09766,-1.32824,3.00763,-4.45802,LOW,v5_stream,2026-01-31T23:22:27.960200Z
538,1769901748.1331,28.3418,14.7099,0.294922,0.198975,-1.06738,1.58779,0.290076,-12.8321,LOW,v5_stream,2026-01-31T23:22:28.133100Z
542,1769901748.1602,28.2947,17.5267,0.357422,0.133789,-1.05078,-1.74046,-0.305344,-15.4809,LOW,v5_stream,2026-01-31T23:22:28.160200Z
539,1769901748.3331,28.2006,6.06107,0.21582,0.00195312,-1.10156,-0.763359,0.473282,-4.82443,LOW,v5_stream,2026-01-31T23:22:28.333100Z
543,1769901748.3602,28.2947,6.74809,0.202881,0.195801,-1.10132,1.03053,-2.35878,-3.35878,LOW,v5_stream,2026-01-31T23:22:28.360199Z
540,1769901748.5331,28.3888,18.9084,0.29834,0.0842285,-1.09082,-2.19084,0.114504,-16.6031,LOW,v5_stream,2026-01-31T23:22:28.533099Z
544,1769901748.5602,28.2947,5.33588,0.250977,-0.0192871,-1.07788,-0.824427,3.50382,1.00763,LOW,v5_stream,2026-01-31T23:22:28.560199Z
546,1769901749.2414,28.3418,4.32061,0.179199,0.0751953,-1.11279,-0.755725,-0.0992366,3.46565,LOW,v5_stream,2026-01-31T23:22:29.241400Z
547,1769901749.4414,28.3418,6.81679,0.265137,0.107178,-1.09839,-2.03053,2.49618,2.29008,LOW,v5_stream,2026-01-31T23:22:29.441400Z
548,1769901749.6414,28.3888,4.80916,0.340332,0.161621,-1.03418,-0.80916,1.0229,-2.9771,LOW,v5_stream,2026-01-31T23:22:29.641400Z
545,1769901749.7602,28.3418,12.1374,0.339844,0.12207,-1.10376,-2.32824,-0.664122,-9.14504,LOW,v5_stream,2026-01-31T23:22:29.760200Z
551,1769901750.5328,28.2476,5.00763,0.323242,0.20752,-1.06714,-0.770992,-2.50382,1.73282,LOW,v5_stream,2026-01-31T23:22:30.532799Z
552,1769901750.7328,28.2947,21.8626,0.189941,0.119385,-1.08545,0.221374,1.35878,20.2824,LOW,v5_stream,2026-01-31T23:22:30.732800Z
549,1769901750.8414,28.3888,5.14504,0.207031,0.119141,-1.11328,-0.137405,-2.69466,2.31298,LOW,v5_stream,2026-01-31T23:22:30.841399Z
550,1769901751.0414,28.2947,12.0153,0.194824,0.111328,-1.10449,-1.49618,2.0916,8.42748,LOW,v5_stream,2026-01-31T23:22:31.041399Z
553,1769901751.9328,28.3418,21.9466,0.297119,-0.0141602,-1.11206,-2.72519,3.32061,15.9008,LOW,v5_stream,2026-01-31T23:22:31.932800Z
554,1769901752.1328,28.4359,3.28244,0.379639,0.200195,-1.02905,-1.90076,-0.0610687,1.32061,LOW,v5_stream,2026-01-31T23:22:32.132800Z
555,1769901752.3328,28.3418,17.8397,0.240967,0.139893,-1.07422,-0.122137,-1.96947,15.7481,LOW,v5_stream,2026-01-31T23:22:32.332799Z
556,1769901752.9041,28.3418,27.7786,0.253418,-0.00732422,-1.09351,-1.32061,4.12977,22.3282,LOW,v5_stream,2026-01-31T23:22:32.904099Z
557,1769901753.1041,28.3418,11.8015,0.389648,0.0649414,-1.07544,-3.20611,-0.206107,8.38931,LOW,v5_stream,2026-01-31T23:22:33.104099Z
561,1769901753.1563,28.3888,15.5267,0.372559,-0.131592,-1.12109,-3.15267,0.564885,11.8092,LOW,v5_stream,2026-01-31T23:22:33.156300Z
558,1769901753.3041,28.3418,17.1985,0.29834,0.13501,-1.10303,-0.946565,0.290076,15.9618,LOW,v5_stream,2026-01-31T23:22:33.304100Z
562,1769901753.3563,28.2947,19.0153,0.304443,0.072998,-1.09741,-0.900763,-1.99237,16.1221,LOW,v5_stream,2026-01-31T23:22:33.356300Z
559,1769901753.5041,28.2006,28.9771,0.267822,-0.0505371,-1.06299,-1.48855,1.93893,25.5496,LOW,v5_stream,2026-01-31T23:22:33.504100Z
563,1769901753.5563,28.2947,31.0916,0.265381,-0.0756836,-1.04688,-0.847328,2.27481,27.9695,LOW,v5_stream,2026-01-31T23:22:33.556299Z
560,1769901753.7041,28.2947,12.5115,0.400391,-0.0646973,-1.07373,-3.20611,0.0229008,9.28244,LOW,v5_stream,2026-01-31T23:22:33.704099Z
566,1769901754.4263,28.2006,10.626,0.365967,-0.0974121,-1.06836,-2.62595,-2.17557,5.82443,LOW,v5_stream,2026-01-31T23:22:34.426300Z
567,1769901754.6263,28.3418,24.2672,0.192871,-0.0844726,-1.04712,-0.40458,1.90076,21.9618,LOW,v5_stream,2026-01-31T23:22:34.626300Z
564,1769901754.7563,28.2006,17.0382,0.373535,-0.173584,-1.11719,-4.1374,0.19084,12.7099,LOW,v5_stream,2026-01-31T23:22:34.756299Z
565,1769901754.9563,28.2947,15.7176,0.310791,0.0556641,-1.06616,-1.80153,-1.63359,12.2824,LOW,v5_stream,2026-01-31T23:22:34.956300Z
571,1769901755.6754,28.2947,15.5954,0.165283,-0.0957031,-1.07178,0.0381679,1.74809,13.8092,LOW,v5_stream,2026-01-31T23:22:35.675400Z
568,1769901755.8263,28.2476,18.3282,0.320312,-0.257568,-1.07886,-1.19847,3.57252,13.5573,LOW,v5_stream,2026-01-31T23:22:35.826299Z
569,1769901756.0263,28.3888,12.2977,0.307373,-0.120361,-1.08496,-1.70229,-2.0229,8.57252,LOW,v5_stream,2026-01-31T23:22:36.026299Z
570,1769901756.2263,28.2947,22.7023,0.191895,-0.121338,-1.08789,-0.40458,3.83206,18.4656,LOW,v5_stream,2026-01-31T23:22:36.226300Z
572,1769901756.8754,28.3418,12.313,0.361328,-0.325439,-1.0813,-1.74809,4.42748,6.1374,LOW,v5_stream,2026-01-31T23:22:36.875400Z
573,1769901757.0754,28.3418,9.16031,0.344727,-0.0927734,-1.06104,-1.57252,-4.15267,-3.43511,LOW,v5_stream,2026-01-31T23:22:37.075400Z
574,1769901757.2754,28.3888,8.81679,0.149658,-0.156494,-1.08618,0.0152672,2.12214,6.67939,LOW,v5_stream,2026-01-31T23:22:37.275399Z
575,1769901757.4754,28.3888,6.42748,0.355957,-0.279785,-1.09424,-2.25954,4.06107,-0.10687,LOW,v5_stream,2026-01-31T23:22:37.475399Z
576,1769901757.9411,28.3418,4.22901,0.233398,-0.0644531,-1.07788,0.19084,-2.80153,1.23664,LOW,v5_stream,2026-01-31T23:22:37.941099Z
577,1769901758.1411,28.2476,8.59542,0.219482,-0.243652,-1.10864,-0.656489,5.01527,2.92366,LOW,v5_stream,2026-01-31T23:22:38.141099Z
581,1769901758.2526,28.3888,26.1756,0.391113,-0.156006,-1.08521,-1.16031,-0.679389,-24.3359,LOW,v5_stream,2026-01-31T23:22:38.252599Z
578,1769901758.3411,28.3418,23.4122,0.406494,-0.151855,-1.07959,-2.21374,0.328244,-20.8702,LOW,v5_stream,2026-01-31T23:22:38.341099Z
582,1769901758.4526,28.2947,19.9466,0.260498,0.00830078,-1.09717,1.05344,-2.18321,-16.7099,LOW,v5_stream,2026-01-31T23:22:38.452600Z
579,1769901758.5411,28.2947,15.5191,0.2229,-0.0202637,-1.08643,1.99237,-1.62595,-11.9008,LOW,v5_stream,2026-01-31T23:22:38.541100Z
583,1769901758.6526,28.2476,15.7786,0.282471,-0.171143,-1.07935,0.458015,2.71756,-12.6031,LOW,v5_stream,2026-01-31T23:22:38.652600Z
580,1769901758.7411,28.3888,13.1679,0.22876,-0.191895,-1.11377,0.00763359,3.48092,-9.67939,LOW,v5_stream,2026-01-31T23:22:38.741100Z
586,1769901759.489,28.3418,30.4198,0.349854,0.0256348,-1.06616,-0.885496,-1.23664,-28.2977,LOW,v5_stream,2026-01-31T23:22:39.489000Z
587,1769901759.689,28.3418,13.6489,0.259521,0.052002,-1.07495,2.0,-1.41985,-10.229,LOW,v5_stream,2026-01-31T23:22:39.688999Z
584,1769901759.8526,28.3888,24.5649,0.366699,-0.163818,-1.08374,-1.42748,0.167939,-22.9695,LOW,v5_stream,2026-01-31T23:22:39.852600Z
585,1769901760.0526,28.2947,24.2137,0.331787,0.0991211,-1.06543,1.17557,-1.07634,-21.9618,LOW,v5_stream,2026-01-31T23:22:40.052599Z
588,1769901760.8891,28.2947,12.916,0.284668,-0.120117,-1.10767,-1.23664,2.57252,-9.10687,LOW,v5_stream,2026-01-31T23:22:40.889100Z
589,1769901761.089,28.3418,23.771,0.345947,0.105713,-1.0481,-1.51145,-0.343511,-21.916,LOW,v5_stream,2026-01-31T23:22:41.088999Z
590,1769901761.289,28.3418,18.0153,0.315186,0.135254,-1.07983,0.343511,-1.45038,-16.2214,LOW,v5_stream,2026-01-31T23:22:41.289000Z
591,1769901761.7551,28.3418,8.94657,0.302979,-0.020752,-1.11475,-1.41985,2.48855,-5.03817,LOW,v5_stream,2026-01-31T23:22:41.755100Z
592,1769901761.9551,28.3418,20.2137,0.369873,0.174561,-1.03833,-0.480916,-0.274809,-19.458,LOW,v5_stream,2026-01-31T23:22:41.955100Z
596,1769901762.008,28.3418,6.31298,0.270752,0.0898438,-1.11938,-0.625954,2.61069,-3.07634,LOW,v5_stream,2026-01-31T23:22:42.007999Z
593,1769901762.1551,28.2476,14.1374,0.263916,0.103027,-1.07349,0.458015,-2.49618,-11.1832,LOW,v5_stream,2026-01-31T23:22:42.155100Z
597,1769901762.208,28.2476,15.4122,0.34082,0.125732,-1.06836,-0.580153,0.648855,-14.1832,LOW,v5_stream,2026-01-31T23:22:42.207999Z
594,1769901762.3551,28.3888,8.12977,0.250244,-0.0200195,-1.12573,-1.25954,0.229008,-6.64122,LOW,v5_stream,2026-01-31T23:22:42.355099Z
598,1769901762.408,28.3418,2.54198,0.206055,0.143555,-1.11938,0.129771,-2.36641,0.0458015,LOW,v5_stream,2026-01-31T23:22:42.407999Z
595,1769901762.5551,28.3888,15.8015,0.311768,0.147705,-1.06128,-1.00763,0.70229,-14.0916,LOW,v5_stream,2026-01-31T23:22:42.555099Z
599,1769901762.6079,28.2947,8.41221,0.229736,0.0615234,-1.07007,-1.34351,4.51908,2.54962,LOW,v5_stream,2026-01-31T23:22:42.607899Z
601,1769901763.2488,28.2947,8.46565,0.164062,0.0283203,-1.08301,-0.870229,1.74046,5.85496,LOW,v5_stream,2026-01-31T23:22:43.248800Z
602,1769901763.4488,28.2947,6.58779,0.303467,0.104248,-1.09058,-2.87023,1.87023,1.84733,LOW,v5_stream,2026-01-31T23:22:43.448800Z
603,1769901763.6488,28.2947,4.14504,0.301514,0.247314,-1.04028,0.633588,-1.76336,-1.74809,LOW,v5_stream,2026-01-31T23:22:43.648799Z
600,1769901763.808,28.2947,10.1679,0.326904,0.0917969,-1.06787,-1.90076,0.473282,-7.79389,LOW,v5_stream,2026-01-31T23:22:43.808000Z
606,1769901764.5507,28.2476,25.8015,0.197998,0.0148926,-1.06812,-1.77099,1.84733,22.1832,LOW,v5_stream,2026-01-31T23:22:44.550699Z
607,1769901764.7507,28.3418,11.3893,0.314209,0.0854492,-1.07349,-3.0458,0.709924,7.63359,LOW,v5_stream,2026-01-31T23:22:44.750699Z
604,1769901764.8488,28.2947,7.44275,0.169678,0.0541992,-1.11743,-0.549618,0.641221,6.25191,LOW,v5_stream,2026-01-31T23:22:44.848799Z
605,1769901765.0488,28.3418,12.7023,0.269775,0.103027,-1.08789,-2.79389,1.30534,8.60305,LOW,v5_stream,2026-01-31T23:22:45.048799Z
608,1769901765.9507,28.3418,10.0611,0.287109,0.197266,-1.05786,0.00763359,-1.1145,8.93893,LOW,v5_stream,2026-01-31T23:22:45.950700Z
609,1769901766.1507,28.2947,26.2595,0.228027,-0.00854492,-1.0918,-0.885496,2.24427,23.1298,LOW,v5_stream,2026-01-31T23:22:46.150700Z
610,1769901766.3507,28.2947,17.7481,0.337158,0.0566406,-1.10474,-2.51908,0.847328,14.3817,LOW,v5_stream,2026-01-31T23:22:46.350699Z
611,1769901766.8243,28.3888,25.0076,0.191406,-0.0102539,-1.07227,-1.18321,0.122137,23.7023,LOW,v5_stream,2026-01-31T23:22:46.824300Z
612,1769901767.0243,28.3418,25.8855,0.281006,0.012207,-1.10059,-2.93893,1.50382,21.4427,LOW,v5_stream,2026-01-31T23:22:47.024300Z
616,1769901767.1117,28.2476,29.4046,0.25293,-0.0637207,-1.09497,-1.39695,1.81679,26.1908,LOW,v5_stream,2026-01-31T23:22:47.111700Z
613,1769901767.2243,28.2947,10.4733,0.33374,0.0622559,-1.08716,-1.41221,-0.0305344,9.03053,LOW,v5_stream,2026-01-31T23:22:47.224299Z
617,1769901767.3117,28.3418,16.2214,0.366943,-0.0913086,-1.09668,-2.77099,0.748092,12.7023,LOW,v5_stream,2026-01-31T23:22:47.311700Z
614,1769901767.4243,28.2476,27.6718,0.254639,-0.00390625,-1.1001,-1.1374,0.503817,26.0305,LOW,v5_stream,2026-01-31T23:22:47.424299Z
618,1769901767.5117,28.2476,15.9008,0.289795,-0.00756836,-1.07861,-1.8855,-0.519084,13.4962,LOW,v5_stream,2026-01-31T23:22:47.511699Z
615,1769901767.6243,28.3888,21.5573,0.344971,-0.0251465,-1.09766,-2.9084,1.34351,17.3053,LOW,v5_stream,2026-01-31T23:22:47.624300Z
619,1769901767.7117,28.2947,28.0229,0.248535,-0.159912,-1.08154,-1.25954,0.564885,26.1985,LOW,v5_stream,2026-01-31T23:22:47.711699Z
621,1769901768.3903,28.3888,10.374,0.406006,-0.0666504,-1.0376,-1.56489,-0.137405,8.67176,LOW,v5_stream,2026-01-31T23:22:48.390300Z
622,1769901768.5903,28.3888,17.1603,0.220703,-0.106689,-1.09302,-1.35878,-0.206107,15.5954,LOW,v5_stream,2026-01-31T23:22:48.590300Z
620,1769901768.9117,28.2476,13.8168,0.375,-0.134521,-1.05469,-1.8626,0.801527,11.1527,LOW,v5_stream,2026-01-31T23:22:48.911700Z
626,1769901769.6515,28.3418,1.96183,0.362305,-0.159668,-1.06421,-0.717557,1.0687,0.175573,LOW,v5_stream,2026-01-31T23:22:49.651499Z
623,1769901769.7903,28.3888,21.3282,0.299316,-0.196777,-1.07983,-2.17557,4.0229,15.1298,LOW,v5_stream,2026-01-31T23:22:49.790299Z
624,1769901769.9903,28.3888,4.19847,0.382812,-0.111816,-1.05054,-1.9084,-0.656489,1.63359,LOW,v5_stream,2026-01-31T23:22:49.990299Z
625,1769901770.1903,28.2006,17.0916,0.202148,-0.196533,-1.09473,-0.587786,0.824427,15.6794,LOW,v5_stream,2026-01-31T23:22:50.190299Z
627,1769901770.8515,28.3888,5.03817,0.213379,-0.155273,-1.09546,-1.16794,-3.22901,-0.641221,LOW,v5_stream,2026-01-31T23:22:50.851500Z
628,1769901771.0515,28.3418,9.72519,0.149902,-0.234131,-1.09546,-1.0,3.58015,5.14504,LOW,v5_stream,2026-01-31T23:22:51.051500Z
629,1769901771.2515,28.3418,6.78626,0.382812,-0.184326,-1.04004,-1.03053,3.09924,-2.65649,LOW,v5_stream,2026-01-31T23:22:51.251499Z
630,1769901771.4515,28.2476,5.19847,0.250977,-0.16333,-1.09155,-1.12214,-3.22137,-0.854962,LOW,v5_stream,2026-01-31T23:22:51.451499Z
631,1769901771.88,28.3888,22.4962,0.388428,-0.190674,-1.05884,0.129771,-0.0458015,-22.3206,LOW,v5_stream,2026-01-31T23:22:51.880000Z
632,1769901772.08,28.3418,9.20611,0.211182,-0.12793,-1.09961,0.198473,-1.80916,-7.19847,LOW,v5_stream,2026-01-31T23:22:52.079999Z
636,1769901772.1724,28.2947,22.9542,0.356934,-0.147949,-1.07227,-0.839695,3.67176,-18.4427,LOW,v5_stream,2026-01-31T23:22:52.172399Z
633,1769901772.28,28.2947,16.3359,0.286377,-0.149414,-1.0791,0.145038,3.68702,-12.5038,LOW,v5_stream,2026-01-31T23:22:52.279999Z
637,1769901772.3724,28.2947,26.7405,0.416504,-0.0639648,-1.06689,-1.29771,-0.251908,-25.1908,LOW,v5_stream,2026-01-31T23:22:52.372400Z
634,1769901772.48,28.3888,24.8473,0.404541,-0.166504,-1.07275,-0.908397,0.679389,-23.2595,LOW,v5_stream,2026-01-31T23:22:52.480000Z
638,1769901772.5724,28.3888,19.229,0.264648,-0.0065918,-1.11353,0.427481,-2.65649,-16.145,LOW,v5_stream,2026-01-31T23:22:52.572400Z
635,1769901772.68,28.3888,15.8702,0.255371,-0.0930176,-1.1001,-0.175573,-2.06107,-13.6336,LOW,v5_stream,2026-01-31T23:22:52.680000Z
641,1769901773.5349,28.2476,14.4886,0.308838,-0.0217285,-1.11621,-1.38168,1.55725,-11.5496,LOW,v5_stream,2026-01-31T23:22:53.534899Z
642,1769901773.7349,28.2476,25.2519,0.390869,0.0578613,-1.04956,-0.89313,1.0229,-23.3359,LOW,v5_stream,2026-01-31T23:22:53.734899Z
639,1769901773.7724,28.3418,11.542,0.273682,-0.12915,-1.07471,0.251908,2.37405,-8.91603,LOW,v5_stream,2026-01-31T23:22:53.772399Z
640,1769901773.9724,28.2947,25.7405,0.390381,-0.144043,-1.09473,-2.21374,0.900763,-22.626,LOW,v5_stream,2026-01-31T23:22:53.972399Z
643,1769901774.9349,28.2947,13.7557,0.260742,0.0588379,-1.10449,0.854962,-2.0,-10.9008,LOW,v5_stream,2026-01-31T23:22:54.934900Z
644,1769901775.1349,28.2947,13.3664,0.292725,0.0349121,-1.07764,-0.114504,3.90076,-9.35114,LOW,v5_stream,2026-01-31T23:22:55.134900Z
645,1769901775.3349,28.3418,22.9084,0.42334,0.0856934,-1.04492,-0.0687023,1.9313,-20.9084,LOW,v5_stream,2026-01-31T23:22:55.334899Z
646,1769901775.802,28.3418,7.84733,0.208252,0.0505371,-1.12183,0.526718,1.8855,-5.43511,LOW,v5_stream,2026-01-31T23:22:55.802000Z
647,1769901776.002,28.2947,17.8855,0.275879,0.019043,-1.13306,-2.35878,2.72519,-12.8015,LOW,v5_stream,2026-01-31T23:22:56.002000Z
651,1769901776.045,28.2947,8.12214,0.286133,0.1604,-1.08301,0.114504,-1.61832,-6.38931,LOW,v5_stream,2026-01-31T23:22:56.045000Z
648,1769901776.202,28.3888,20.5496,0.304443,0.19873,-1.04199,-0.480916,0.816794,-19.2519,LOW,v5_stream,2026-01-31T23:22:56.201999Z
652,1769901776.245,28.3888,6.93893,0.184082,0.120605,-1.11377,-1.1374,1.07634,4.72519,LOW,v5_stream,2026-01-31T23:22:56.244999Z
649,1769901776.402,28.3418,3.28244,0.176514,0.0297852,-1.08447,0.267176,0.59542,2.41985,LOW,v5_stream,2026-01-31T23:22:56.401999Z
653,1769901776.445,28.3888,6.81679,0.352783,0.11499,-1.07739,-1.58015,2.14504,-3.0916,LOW,v5_stream,2026-01-31T23:22:56.444999Z
650,1769901776.602,28.2947,8.79389,0.290771,0.098877,-1.11694,-1.69466,2.66412,-4.43511,LOW,v5_stream,2026-01-31T23:22:56.601999Z
654,1769901776.645,28.2476,4.29771,0.288818,0.139404,-1.07837,-0.473282,-1.9771,-1.84733,LOW,v5_stream,2026-01-31T23:22:56.644999Z
656,1769901777.2711,28.2947,4.32061,0.207764,0.14917,-1.09814,0.206107,-2.28244,1.83206,LOW,v5_stream,2026-01-31T23:22:57.271100Z
657,1769901777.4711,28.2947,13.5038,0.244141,0.0820312,-1.09058,-1.01527,4.0916,8.39695,LOW,v5_stream,2026-01-31T23:22:57.471100Z
658,1769901777.6711,28.3418,4.93893,0.363037,0.142578,-1.06885,-2.20611,0.580153,-2.15267,LOW,v5_stream,2026-01-31T23:22:57.671099Z
655,1769901777.845,28.2947,7.53435,0.161377,0.0756836,-1.10645,-0.862595,0.656489,6.01527,LOW,v5_stream,2026-01-31T23:22:57.845000Z
661,1769901778.5594,28.3418,19.0229,0.293213,0.101807,-1.10938,-1.38168,-2.16794,15.4733,LOW,v5_stream,2026-01-31T23:22:58.559400Z
659,1769901778.8711,28.3888,8.03053,0.268555,0.158447,-1.0896,-0.51145,-2.1145,5.40458,LOW,v5_stream,2026-01-31T23:22:58.871099Z
660,1769901779.0711,28.2947,22.8244,0.265869,0.00341797,-1.08911,-0.503817,2.23664,20.084,LOW,v5_stream,2026-01-31T23:22:59.071099Z
662,1769901779.7594,28.3418,24.5878,0.277588,0.0231934,-1.09766,-1.20611,3.0687,20.313,LOW,v5_stream,2026-01-31T23:22:59.759399Z
663,1769901779.9594,28.2006,9.9542,0.38916,0.116699,-1.0874,-1.43511,1.42748,7.0916,LOW,v5_stream,2026-01-31T23:22:59.959399Z
664,1769901780.1594,28.2947,18.4046,0.288086,0.0761719,-1.11841,-0.587786,-0.229008,17.5878,LOW,v5_stream,2026-01-31T23:23:00.159399Z
665,1769901780.3594,28.4359,26.8779,0.241455,-0.000244141,-1.08789,-1.1374,2.64885,23.0916,LOW,v5_stream,2026-01-31T23:23:00.359400Z
666,1769901780.8336,28.3418,17.9008,0.30542,0.0720215,-1.10425,-0.984733,-1.34351,15.5725,LOW,v5_stream,2026-01-31T23:23:00.833600Z
667,1769901781.0336,28.2476,27.5649,0.263184,-0.0517578,-1.07031,-0.549618,1.35878,25.6565,LOW,v5_stream,2026-01-31T23:23:01.033600Z
671,1769901781.0746,28.2476,22.3893,0.275146,-0.078125,-1.0957,-1.19084,0.29771,20.9008,LOW,v5_stream,2026-01-31T23:23:01.074599Z
668,1769901781.2336,28.3418,14.1221,0.39502,-0.0888672,-1.13477,-3.67939,0.839695,9.60305,LOW,v5_stream,2026-01-31T23:23:01.233599Z
672,1769901781.2746,28.2947,24.3893,0.335938,-0.104004,-1.09521,-1.87023,2.08397,20.4351,LOW,v5_stream,2026-01-31T23:23:01.274600Z
669,1769901781.4336,28.2476,15.1679,0.314453,0.122803,-1.08618,-0.625954,-0.923664,13.6183,LOW,v5_stream,2026-01-31T23:23:01.433599Z
673,1769901781.4746,28.2947,11.2214,0.382568,-0.101318,-1.06396,-1.90076,-0.0381679,9.28244,LOW,v5_stream,2026-01-31T23:23:01.474600Z
670,1769901781.6336,28.2006,29.5649,0.263184,-0.150391,-1.06738,-0.59542,2.39695,26.5725,LOW,v5_stream,2026-01-31T23:23:01.633599Z
