fan_state,window_start,window_end,timestamp_start,timestamp_end,timestamp_mean,accel_x_g_mean,accel_x_g_std,accel_x_g_skew,accel_x_g_kurtosis,accel_x_g_rms,accel_x_g_peak,accel_x_g_root_amplitude,accel_x_g_crest_factor,accel_x_g_shape_factor,accel_x_g_impulse_factor,accel_x_g_clearance_factor,accel_y_g_mean,accel_y_g_std,accel_y_g_skew,accel_y_g_kurtosis,accel_y_g_rms,accel_y_g_peak,accel_y_g_root_amplitude,accel_y_g_crest_factor,accel_y_g_shape_factor,accel_y_g_impulse_factor,accel_y_g_clearance_factor,accel_z_g_mean,accel_z_g_std,accel_z_g_skew,accel_z_g_kurtosis,accel_z_g_rms,accel_z_g_peak,accel_z_g_root_amplitude,accel_z_g_crest_factor,accel_z_g_shape_factor,accel_z_g_impulse_factor,accel_z_g_clearance_factor,gyro_x_dps_mean,gyro_x_dps_std,gyro_x_dps_skew,gyro_x_dps_kurtosis,gyro_x_dps_rms,gyro_x_dps_peak,gyro_x_dps_root_amplitude,gyro_x_dps_crest_factor,gyro_x_dps_shape_factor,gyro_x_dps_impulse_factor,gyro_x_dps_clearance_factor,gyro_y_dps_mean,gyro_y_dps_std,gyro_y_dps_skew,gyro_y_dps_kurtosis,gyro_y_dps_rms,gyro_y_dps_peak,gyro_y_dps_root_amplitude,gyro_y_dps_crest_factor,gyro_y_dps_shape_factor,gyro_y_dps_impulse_factor,gyro_y_dps_clearance_factor,gyro_z_dps_mean,gyro_z_dps_std,gyro_z_dps_skew,gyro_z_dps_kurtosis,gyro_z_dps_rms,gyro_z_dps_peak,gyro_z_dps_root_amplitude,gyro_z_dps_crest_factor,gyro_z_dps_shape_factor,gyro_z_dps_impulse_factor,gyro_z_dps_clearance_factor
LOW,0,100,1769901636.8246,1769901661.717,1769901648.8687701,0.28845457,0.06646104691926767,-0.3146790771277423,-0.8300106266284097,0.29601200940416256,0.424072,0.2843312864064789,1.4326175510703338,1.0261997561840068,1.4701517816133056,1.4914714640081792,0.0031054536,0.12813389213746565,-0.1335311390244396,-0.9561740307904523,0.128171518506872,0.294434,0.09550372216226016,2.2971874206531595,1.1710172924638702,2.6900461936153244,3.08295837412241,-1.0808520000000001,0.018759836673063017,0.05486455364278303,-0.6424995957862327,1.0810147905445142,1.12573,1.0807705432777015,1.0413641051413944,1.000150613168606,1.0415209482889423,1.0415994468038958,-0.906030487,1.0789474015311749,-0.04267436780796095,-1.0298318629744527,1.408906930440876,3.0458,0.9574047445075295,2.161817742671552,1.2394520625190446,2.6794694599445203,3.1813086549583587,0.38160322700000004,1.8073089453339408,-0.3000831111624109,-0.24137141728248546,1.8471563677016885,4.71756,1.2875180200158634,2.553958117725459,1.227128546844718,3.134034913706713,3.6640729890070785,1.10572859,14.039077632065267,-0.11103579057054892,-1.0105647158681397,14.082554330585724,28.0763,10.327565726748626,1.9936937107369388,1.1837038618578233,2.3599429447609688,2.718578679899539
LOW,20,120,1769901641.2974,1769901667.9053,1769901654.184039,0.29121582,0.06710101753302702,-0.36407396385937885,-0.7542567522251327,0.29884644948909805,0.424072,0.28702103165969234,1.419029741611403,1.0262026612740272,1.4562120972686168,1.4774945151155428,-0.002331554419999999,0.12839282462969723,-0.187747565557773,-0.8663832521496162,0.12841399286061317,0.294434,0.09473152185418847,2.292849816760959,1.1819590505180027,2.710054592399159,3.108088989145505,-1.0795799,0.018917269913758694,-0.04858429891745671,-0.5126785238711471,1.0797456291113199,1.12573,1.0794970462099471,1.0425881519210476,1.000153512594408,1.0427482023331482,1.042828235568012,-0.8692363089999999,1.1463028563597415,0.18044408261654493,-0.7025353505160785,1.4386041844032171,3.0458,0.9899261154946613,2.117191116932211,1.2276541005517458,2.5991783563535598,3.0767952803003165,0.4200003650000001,1.9101655111890117,-0.3144286652173976,-0.4323379533461158,1.9557946177285874,4.71756,1.3583842215828978,2.4120937634437607,1.2228382321717954,2.9496004735221812,3.4729201981621385,1.4687064900000004,13.827311508655642,-0.1636809299633495,-0.8849672453510595,13.905094113711307,28.0763,10.125744052751296,2.019137718191708,1.1920158795321285,2.406844223046784,2.7727641399716503
LOW,40,140,1769901646.2714,1769901673.0419,1769901659.5545661,0.28720216,0.06749086480238937,-0.32244197976642364,-0.7701307536243425,0.29502558794185973,0.424072,0.28291103774871945,1.4374075244062263,1.0272401431168197,1.4765627110882453,1.4989588365819053,0.0005322254800000025,0.12495569099121748,-0.15680094695141028,-0.7722848955801016,0.12495682444370211,0.294434,0.08993982172348562,2.3562858716264343,1.1956245356067066,2.8172332010199996,3.2736778254377574,-1.0808906999999999,0.020740346055695406,-0.10816522368962639,-0.3034925687835659,1.0810896666331613,1.1272,1.0807912822295205,1.0426517196399074,1.0001840765520154,1.0428436473734117,1.042939574489114,-0.837404254,1.135229870794544,0.19698982580284888,-0.6514087636079835,1.4106710262004722,3.0458,0.992493534789601,2.1591143104453026,1.2168967450146815,2.627419176495507,3.0688361115074465,0.41755775600000006,1.910347717648418,-0.25754779419772805,-0.4705785921216359,1.9554495344856835,4.71756,1.3802164553556513,2.4125194318762095,1.2162372469122127,2.9341959919473366,3.4179856222511047,1.3937414000000001,13.660452944397397,-0.17413717400588746,-0.8199719647379222,13.731368822377814,28.0763,9.871050628027461,2.044683262330297,1.1990304813476953,2.451637556235472,2.8443071622266114
LOW,60,160,1769901651.4384,1769901678.0219,1769901664.926639,0.28744140999999995,0.06549003930188087,-0.2045359006174276,-0.8281865687209278,0.29480758034784316,0.412354,0.2834829395647581,1.3987225142361128,1.0256266845749302,1.434567134916295,1.4545989985609096,-0.00601315122,0.1278742221714614,-0.13316227735617006,-0.869666842083133,0.12801552516609405,0.270752,0.09304068110968032,2.11499347168019,1.1912477699516721,2.519481256601371,2.9100388859022432,-1.0807149,0.02136817570570777,-0.0656647594460187,-0.4904741859312822,1.0809261279176299,1.1272,1.0806093145107194,1.0428094676289446,1.0001954520268295,1.0430132868529896,1.0431151988638707,-0.9174042440000001,1.1414630776523664,0.35591494111170235,-0.5564743277087998,1.4644345340618077,3.0458,1.061197059421316,2.079847155442354,1.194526621186658,2.484432795175237,2.870154956574147,0.5597712801,1.9881189718322356,-0.10134219144793005,-0.370311724476025,2.0654202797939356,5.32824,1.412456743475168,2.5797364595120524,1.2348595975060048,3.1856123260646187,3.772320833621107,2.4002291299999996,13.681566633261552,-0.18592752380500766,-0.7547397665512872,13.890513504434468,27.9389,9.930517787545622,2.011365525909511,1.2029442091242621,2.4195605118250225,2.81343839241088
LOW,80,180,1769901656.4649,1769901683.3255,1769901670.2299938,0.29051760000000004,0.06571732274324632,-0.21887762393722976,-0.7792924626930611,0.2978577553435532,0.412354,0.28656600775119423,1.3843990717125538,1.0252657854241984,1.4193770015999028,1.4389494526441493,-0.007866196129999998,0.12469703908911371,-0.18796181605513787,-0.8435704487139546,0.12494490225354365,0.270752,0.09117992219349938,2.166971161821218,1.1912256402287176,2.581351609597648,2.9694256530008656,-1.0810396,0.021980619459878736,-0.25535620199967496,-0.29941978755707854,1.0812630412623934,1.13818,1.080928122140164,1.0526393269404224,1.0002066910984513,1.0528568981191808,1.0529654809484288,-0.928091316,1.1021985390556075,0.4165619872724933,-0.3587605834575176,1.4409007982269033,3.0458,1.0586866575540483,2.113816581785506,1.1855171804002325,2.5059658739216104,2.8769607874693603,0.48534381010000005,1.9287300426640852,0.008644108736094927,-0.3242649629167884,1.9888585146956503,5.32824,1.315173210762176,2.6790442661605653,1.2576775530241462,3.369373837108189,4.051359894193823,1.6403818000000001,13.949199979904172,-0.16030145831833156,-0.840309063674908,14.045320663093804,27.9389,10.183474341339526,1.9891963074516106,1.195082648564948,2.377253991624885,2.7435528448854463
LOW,100,200,1769901662.5165,1769901688.3809,1769901675.5436401,0.29067874000000005,0.06436943694341593,-0.15743251335015207,-0.6465835864242298,0.2977205977093288,0.414307,0.2869147058589704,1.391596695652536,1.0242255684379558,1.4253089166410997,1.4440075448891345,-0.002477993599999999,0.12504326323333587,-0.3371252246444674,-0.7687903996147343,0.12506781413426465,0.270752,0.08794477830410864,2.1648415451583594,1.2105150526576578,2.620573277032857,3.078659190699795,-1.080942,0.02228133330839965,-0.3802729026503161,-0.18671947860836058,1.0811716168943764,1.13818,1.080827590004775,1.0527283386049089,1.0002124229555114,1.052951962269946,1.0530634215166284,-0.899847356,1.0882453124060596,0.40728728654880075,-0.3431220640604855,1.412091754835341,2.9542,1.0478164475562504,2.0920736842235006,1.1839734536353148,2.4769597051696546,2.819386932596712,0.43816815210000004,2.0407533352999576,3.919826564047286e-05,-0.5345363548125159,2.0872626823312466,5.32824,1.424259603569287,2.552740507988641,1.2365749726000728,3.15665502372115,3.741059555889309,1.7506096000000002,14.15332980150041,-0.11402577706952445,-0.8386019934061193,14.26118432815633,27.9389,10.226426402464577,1.959086942368405,1.2021747501146587,2.355164855394628,2.7320296358136114
LOW,120,220,1769901668.1053,1769901693.4333,1769901680.6452732,0.28923828999999995,0.06782953140738847,-0.11942896078069433,-0.7277321843012108,0.29708522974572465,0.414307,0.28503828719479785,1.3945728650145464,1.027129671336823,1.4324071684976427,1.4535135054220232,-0.019492167680000002,0.12333489435804369,-0.17585031435011222,-0.8833043749093292,0.12486569091297671,0.270752,0.08828888873950401,2.168345828388493,1.2093303880386828,2.622246502047115,3.066659959882977,-1.0825363000000001,0.022053720078707807,-0.3097775744425865,-0.3251554309299638,1.0827609188491243,1.13818,1.0824242976271938,1.0511831191781293,1.0002074931336014,1.0514012324575166,1.0515100247611122,-0.9203055280000001,1.0506937757037327,0.5447448569014335,0.19937917815254957,1.3967532620938907,2.9542,1.0497116477997896,2.115047861475062,1.178201247594485,2.4919520291119652,2.814296674893572,0.3422138141,2.085685116941434,0.1059916707354238,-0.5218853621852642,2.113573443623825,5.32824,1.4343281151851464,2.520962787488696,1.2429997821371597,3.133556195624336,3.714798548247253,1.83984538,14.518104164697357,-0.1875072186332897,-0.9114216155943557,14.634219472158744,27.9389,10.753804086593544,1.9091486261466213,1.1849060232009594,2.2621617063069683,2.5980480744326204
LOW,140,240,1769901673.2419,1769901698.3342,1769901685.7437208,0.28959474,0.0687608507062878,-0.12026855855771454,-0.8696229559083832,0.297646044867927,0.414307,0.2852933062120115,1.3919452555932277,1.0278019720521407,1.4306440786873407,1.4522142334882329,-0.01379636898,0.12519832231111824,-0.2278510146852515,-0.88577531571406,0.12595618169248762,0.270752,0.09007066106022522,2.149572941652203,1.2026310843403993,2.5851432376879706,3.0059954796930293,-1.0830417,0.021457044253810915,-0.4378408541809161,-0.1368545567316044,1.0832542308650357,1.1394,1.0829358509337328,1.0518306483697082,1.000196235163462,1.0520370545289253,1.0521398834636257,-0.8983969370000001,1.0440937985273644,0.4450185608164194,0.32783793897369007,1.3774065908562667,3.24427,1.014872368157076,2.3553466503911493,1.1917328027891871,2.806943865210768,3.196727097705227,0.33732844409999996,2.1572273132959436,0.09476786616518705,-0.628393854095342,2.1834422732073686,5.32824,1.5150104763026078,2.4402935059845112,1.228497174221004,2.9978936763718385,3.5169657790113784,0.009160710000000023,14.16693598167945,0.02822247052465515,-0.8640457642317867,14.16693894345605,27.9389,10.222932704921904,1.9721197438283204,1.2004640228619003,2.3674588012415256,2.7329633096918085
LOW,160,260,1769901678.2219,1769901703.481,1769901690.825448,0.2905884,0.06796344473715263,-0.18374446548214457,-0.8100099086051706,0.2984303068307574,0.414307,0.28636726256036427,1.3882872835531324,1.026986303757333,1.4257520258895398,1.4467680289141531,-0.0045776190799999995,0.11825835134878863,-0.29827838715891586,-0.6773417928846839,0.11834691487392107,0.261963,0.0803590620194043,2.213517777620802,1.2324235494364295,2.7279914362360658,3.2599061439610106,-1.0840575000000001,0.02175590238877717,-0.46070801120655513,-0.2948250200941378,1.0842757871478086,1.1394,1.08394881619101,1.0508396604494838,1.000201361226511,1.0510512588123784,1.051156644096762,-0.9628243670000001,1.050572394295644,0.3850384792170658,0.3365524643009241,1.4250379354055922,3.24427,1.0413428972748808,2.276620095083027,1.1978182211851596,2.7269770326067406,3.1154675453109832,0.38244307,1.9622763369952418,0.017814229338331496,-0.6279425859008931,1.9991976201772776,4.38168,1.4161615480958323,2.1917192956699587,1.2209554510417244,2.675991621201565,3.094053786371758,1.9948895400000004,14.252854355787823,-0.1486004583764625,-0.9226890431196395,14.391783821476105,26.8092,10.73641695998843,1.862812861321196,1.1811102887995504,2.200187436614595,2.4970341688395914
LOW,180,280,1769901683.7664,1769901708.3135,1769901695.933352,0.29464601999999995,0.0672632473807175,-0.24946541148393112,-0.7621839516999849,0.30222610997403915,0.420898,0.2905417733776813,1.392659290873825,1.025726089814616,1.4284869688720045,1.448666038989395,-0.020053686080000004,0.12128807288068152,-0.05260636169126393,-0.767212721310436,0.12293472637340802,0.261963,0.0838846372305996,2.130911319591672,1.2301884749785523,2.6214225465630134,3.122896023021014,-1.0831418,0.02151453705660431,-0.35382957362935563,-0.09217549710969797,1.0833554514617998,1.13965,1.0830353038877514,1.0519631377330871,1.0001972516080535,1.0521706391536179,1.052274100307737,-0.9325189429999999,1.0654536024980823,0.4090127085754876,0.4259786640649148,1.415903583627776,3.24427,1.0339012558431457,2.2913071465555945,1.199607864209844,2.748670072328309,3.1378915362224804,0.361755972,1.9665775886236327,-0.021452572455095728,-0.5248536940301185,1.9995736533957447,4.38168,1.414434607806747,2.1913071281764895,1.2227241170235732,2.67936407342706,3.0978314414933106,1.0184002140000004,14.922960247940559,-0.08357570635695055,-1.0749691161932453,14.957669656650712,26.8092,11.433841960587946,1.792338018915913,1.1646297295717645,2.0874101422712315,2.3447236801427183
